source,agency,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
avap_live_probe,AVAP,infantil,Universitat de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universitat de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universitat Jaume I,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universitat Jaume I,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universidad de Alicante,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universidad de Alicante,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universidad Miguel Hernandez de Elche,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universidad Miguel Hernandez de Elche,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universitat Politecnica de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universitat Politecnica de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universidad Catolica de Valencia San Vicente Martir,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universidad Catolica de Valencia San Vicente Martir,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universidad CEU Cardenal Herrera,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universidad CEU Cardenal Herrera,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universidad Internacional de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universidad Internacional de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,infantil,Universidad Europea de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
avap_live_probe,AVAP,primaria,Universidad Europea de Valencia,Comunitat Valenciana,public,presencial,2026-04-27T10:08:13.243872+00:00,https://avap.es/
