source,agency,degree,university_name,ccaa,sector_hint,modality_hint,fetch_ts,url
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Almeria,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Almeria,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Cadiz,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Cadiz,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Cordoba,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Cordoba,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Granada,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Granada,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Huelva,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Huelva,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Jaen,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Jaen,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Malaga,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Malaga,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad de Sevilla,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad de Sevilla,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,infantil,Universidad Loyola Andalucia,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
aacdeva_pilot_seed,AAC-DEVA,primaria,Universidad Loyola Andalucia,Andalucia,public,presencial,2026-04-27T10:08:08.220450+00:00,https://deva.aac.es/
